language,sentence
russian,"отношении «Нупедии»[35], чтобы ускори"
russian,ть её развитие. Это привело к создани
russian,"ю веб-сайта Википедии, которая изнача"
russian,льно задумывалась для предварительной
russian," разработки материалов, которые потом"
russian, были бы размещены в «Нупедии». Назва
russian,ние «Википедия» также было предложено
russian, Ларри Сэнгером[31].Википедия была о
russian,фициально открыта 15 января 2001 года
russian, как одиночный англоязычный раздел на
russian, www.wikipedia.com[36] и была анонсир
russian,ована Сэнгером в списке рассылки «Ну
russian,педии»[32]. Политика «нейтральной то
russian,чки зрения» в Википедии[37] была вве
russian,дена в первые месяцы и была аналогич
russian,на ранней политике «непредубеждения»
russian," в «Нупедии». В других отношениях, п"
russian,ервоначально существовало относитель
russian,"но немного правил, и Википедия управ"
russian,лялась независимо от «Нупедии»[32].
russian,Википедия получила ранних участников 
russian,"из «Нупедии», сообщений на Slashdot и"
russian, за счёт индексации поисковыми машина
russian,ми. Она выросла до примерно 20 000 ст
russian,атей и 18 языковых разделов к концу 2
russian,001 года. К концу 2002 года она дости
russian,"гла 26 языковых разделов, 46 к концу "
russian,2003 года и 161 к последним дням 2004
russian, года[38]. «Нупедия» и Википедия сосу
russian,"ществовали, пока серверы первой не бы"
russian,ли навсегда отключены в 2003 году (те
russian,кст «Нупедии» был включён в Википеди
russian,ю). Английская Википедия прошла отме
russian,тку в 2 млн статей 9 сентября 2007 г
russian,"ода, что делает её крупнейшей энцикл"
russian,"опедией, собравшей всё и затмившей д"
russian,"аже энциклопедию Юнлэ (1407), котора"
russian,я держала рекорд ровно 600 лет[39].
russian,Ссылаясь на опасения по поводу коммерч
russian,еской рекламы и отсутствие контроля в 
russian,"осознанном англоцентризме Википедии, п"
russian,ользователи испанской Википедии выдели
russian,лись из Википедии для создания Enciclo
russian,pedia Libre в феврале 2002 года[40]. П
russian,озднее в том же году Уэйлс объявил о т
russian,"ом, что Википедия не будет отображать "
russian,"рекламу, и её веб-сайт был перемещён н"
russian,а wikipedia.org[41]. Некоторые другие 
russian,проекты выделились из Википедии по ред
russian,акционным причинам. Wikinfo не требует
russian, нейтральной точки зрения и разрешает
russian, оригинальные исследования. Новые про
russian,"екты, вдохновлённые Википедией, — так"
russian,"ие, как Citizendium, Scholarpedia, Co"
russian,"nservapedia и Google Knol[42], — были"
russian, начаты в ответ на осознание ограниче
russian,"ний Википедии, таких, как политика в "
russian,"области рецензирования, оригинальных "
russian,исследований и коммерческой рекламы.
russian,Фонд Викимедиа (англ. Wikimedia Found
russian,ation) был создан из Википедии и «Нуп
russian,едии» 20 июня 2003 года[43]. Он испол
russian,ьзовался в United States Patent and T
russian,rademark Office для регистрации това
russian,рного знака «Wikipedia» 17 сентября 
russian,2004 года. 10 января 2006 года знаку
russian, был предоставлен зарегистрированный
russian, статус. 16 декабря 2004 года товарн
russian,ый знак получил защиту со стороны Яп
russian,"онии, 20 января 2005 года — в Европе"
russian,йском союзе. Существуют планы лиценз
russian,ирования торговой марки Википедии дл
russian,"я некоторых продуктов, таких, как кн"
russian,иги и DVD[44]. В ноябре 2015 года Ви
russian,кипедия получила Премию Эразма[45].
russian,Участники Википедии образуют сообщест
russian,во участников Википедии. Структура эт
russian,"ого сообщества — иерархическая, то ес"
russian,ть это своего рода структура власти[4
russian,6][47].Участники Википедии с хорошей
russian, репутацией в сообществе могут баллот
russian,ироваться на один из многих уровней д
russian,обровольного руководства; это начинае
russian,"тся с «администратора»[48], самой бол"
russian,ьшой группы привилегированных пользов
russian,ателей (1594 учётных записей в англий
russian,"ской Википедии, по состоянию на 30 се"
russian,"нтября 2008 года), которые имеют возм"
russian,"ожность удаления страниц, блокировки "
russian,статей от изменений в случае вандализ
russian,ма или редакторских споров и блокиров
russian,"ки участников. Несмотря на название, "
russian,администраторы не имеют никаких особе
russian,нных привилегий в процессе принятия р
russian,"ешений, и им запрещено использовать "
russian,свои полномочия для урегулирования с
russian,поров. Роли администраторов часто оп
russian,исываются как «уборка» и в основном 
russian,"ограничиваются внесением правок, име"
russian,ющих эффект в масштабах всего проект
russian,а (и поэтому запрещённых для обычных
russian," редакторов, чтобы минимизировать на"
russian,"рушения), а также блокировкой пользо"
russian,вателей для предотвращения разрушите
russian,"льных правок, таких как вандализм. "
russian,Поскольку Википедия развивается на осн
russian,ове нетрадиционной модели составления 
russian,"энциклопедии, вопрос «Кто пишет „Викип"
russian,едию“?» стал одним из наиболее часто з
russian,"адаваемых вопросов по проекту, часто с"
russian,"о ссылкой на другие проекты Веб 2.0, т"
russian,"акие как Digg[49] или, например, News2"
russian, и Хабрахабр. Джимми Уэйлс однажды утв
russian,"ерждал, что только «сообщество… предан"
russian,ная группа нескольких сотен добровольц
russian,ев» делает основной вклад в Википедию 
russian,и что этот проект является поэтому «оч
russian,ень похожим на любую традиционную орга
russian,низацию». Это было позже оспорено Ааро
russian,"ном Шварцем, который отметил, что ряд "
russian,просмотренных им статей имели крупные
russian," части содержания, внесёнными участни"
russian,ками с малым количеством правок[50].
russian,Исследование учёных из Дартмутского кол
russian,"леджа, проведённое в 2007 году, установ"
russian,"ило, что анонимы и те пользователи, кот"
russian,"орые редко делают вклад в Википедию, яв"
russian,ляются таким же надёжным источником зн
russian,"аний, как и те, которые зарегистрирова"
russian,ны на сайте[51]. Хотя некоторые участн
russian,"ики сильны в своей области, Википедия "
russian,"требует, чтобы даже их вклады были под"
russian,креплены опубликованными и поддающимис
russian,я проверке источниками. Это предпочтен
russian,ие консенсуса наличию образования было
russian, отмечено как «анти-элитарность»[52].
russian,"В августе 2007 года сайт, разработанный"
russian, аспирантом по компьютерным наукам Вирд
russian,жилом Гриффитом и названный WikiScanner
russian,", начал публичное функционирование. Wik"
russian,iScanner прослеживает источники миллио
russian,"нов изменений, произведённых в Википед"
russian,"ии анонимными редакторами, и показывае"
russian,"т, что многие из этих правок делаются "
russian,из корпораций или правительственных уч
russian,"реждений в статьях, связанных с ними, "
russian,"их персоналом или их работой, из котор"
russian,ых они пытаются удалить критику[53]. 
russian,В 2003 году в исследовании о Википеди
russian,и как о сообществе студент  Andrea Ci
russian,"ffolilli утверждал, что низкие операц"
russian,ионные затраты участия в вики создают
russian, катализатор для совместного развития
russian, и что подход «творческого развития» 
russian,поощряет участие[54]. В своей книге «
russian,Будущее Интернета и как его остановит
russian,ь» 2008 года Jonathan Zittrain из Окс
russian,фордского института Интернета и Berkm
russian,an Center for Internet & Society Гарв
russian,ардской школы права ссылается на Вики
russian,педию как социологическое исследовани
russian,"е в том, как открытое сотрудничество "
russian,способствовало инноваторству в Сети[5
russian,5]. В 2007 году исследователь Одед Но
russian,"в опубликовал работу о мотивации, кот"
russian,орой руководствуются википедисты. Нов
russian," считает, что участники редактируют В"
russian,"икипедию, исходя из следующих видов м"
russian,отивации: защитной («когда я правлю „
russian,"Википедию“, я чувствую себя не так од"
russian,"иноко»), желание внести вклад в общее"
russian," дело («мне кажется, важно помогать д"
russian,"ругим»), мотивации карьеры («я могу п"
russian,"олучить новые контакты, которые могут"
russian," помочь в моем бизнесе или карьере»),"
russian," социальной, познавательной («написан"
russian,ие „Википедии“ позволяет мне взглянут
russian,"ь на вещи по-новому»), желание быть "
russian,кому-то нужным («когда я правлю „Вик
russian,"ипедию“, я чувствую себя востребован"
russian,"ным»), потребность в положительных э"
russian,моциях («писать/править „Википедию“ 
russian,"— это весело»), идеологической[56]."
russian,На 30 июня 2015 года существует 290 яз
russian,"ыковых разделов Википедии, из них 51 р"
russian,"аздел содержит более 100 000 статей, а"
russian, 237 — более 1000 статей[57]. Посещаем
russian,ость разделов изменяется со временем. 
russian,К октябрю 2009 года русская Википедия 
russian,вышла на 5-ю позицию в списке посещаем
russian,ости. По состоянию на август 2013 года
russian, русская Википедия находилась на 4-м м
russian,есте. Первые 5 разделов в это время и
russian,"мели следующий процент посещений, от "
russian,"общего числа: английская — 60,7 %; ис"
russian,"панская — 7,8 %; немецкая — 6,7 %; ру"
russian,"сская — 6,0 %; японская — 5,8 %[58]."
russian,Википедия является сетевой энциклопе
russian,"дией, поэтому участники одного и тог"
russian,о же языкового раздела могут использ
russian,овать различные диалекты и могут быт
russian,ь из разных стран (как в случае с ан
russian,глийским разделом). Эти различия мог
russian,ут привести к некоторым конфликтам и
russian,з-за различного написания слов (напр
russian,имер color vs. colour)[59] или точек
russian," зрения[60]. Несмотря на то, что раз"
russian,личные языковые разделы придерживают
russian,"ся глобальной политики, такой как не"
russian,"йтральная точка зрения, они расходят"
russian,ся по некоторым вопросам политики и 
russian,"практики, особенно по вопросу, могут"
russian," ли изображения, которые не лицензир"
russian,"уются по свободной лицензии, использ"
russian,оваться согласно требованиям добросо
russian,вестного использования[61][62][63].
russian,Джимми Уэйлс описал Википедию как «ус
russian,илия по созданию и распространению св
russian,ободной энциклопедии самого высокого 
russian,качества для каждого человека на план
russian,ете на его собственном языке»[64]. Не
russian,"смотря на то, что функционирование ка"
russian,ждого языкового раздела более или мен
russian,"ее самостоятельно, предприняты некото"
russian,рые усилия для контроля всех разделов
russian,. Они координируются частично Мета-ви
russian,"ки, вики Фонда Викимедиа, посвящённой"
russian, поддержанию всех его проектов (Викип
russian,"едия и др.). Например, Мета-вики пред"
russian,оставляет важную статистику всех язык
russian,овых разделов Википедии и поддерживае
russian,"т список статей, которые должны быть "
russian,во всех Википедиях. Список касается о
russian,"сновного содержания таких предметов, "
russian,"как биография, история, география, об"
russian,"щество, культура, наука, технология, "
russian,продовольствие и математика. Что каса
russian,"ется остального, то нередко для стате"
russian,"й, тесно связанных с конкретным языко"
russian,"м, нет копии в другом разделе. Наприм"
russian,"ер, статьи о малых городах США могут "
russian,быть доступны только на английском.
russian,Переводные статьи представляют лишь н
russian,ебольшую долю статей в большинстве ра
russian,"зделов, в частности потому, что авто"
russian,матизированный перевод статей не раз
russian,"решён[65]. Статьи, доступные более ч"
russian,"ем на одном языке, могут иметь «инте"
russian,"рвики»-ссылки, которые связывают ста"
russian,тьи с их копиями в других разделах.
russian,Википедия не лишена недостатков. Прежде всег
russian,"о информация, тексты Википедии объективно по"
russian,двержены системным отклонениям. Другими осно
russian,вными объектами критики Википедии являются:
russian,"Критики Википедии указывают на то, чт"
russian,о участники Википедии совместно пишут
russian," и пересматривают её правила, политик"
russian,"и и руководства[67], а затем, зачаст"
russian,ую чисто формально и очень негибко и
russian,"х придерживаясь, удаляют, аннотируя "
russian,"тегами комментариев, или изменяют ма"
russian,"териалы статей, формально не отвечаю"
russian,"щие этим правилам, политикам и руков"
russian,одствам (см. также Википедия:Удализм
russian, и Википедия:Инклюзионизм[68][69]).
russian,Сообщество Википедии было также описан
russian,"о как «подобное культу»[70], хотя и н"
russian,е всегда с исключительно негативной к
russian,оннотацией[71] и было раскритиковано 
russian,за неспособность привлечь неопытных п
russian,ользователей к работе в проекте[72].
russian,Также критики Википедии обращают внимание 
russian,"на системную предвзятость, несбалансирован"
russian,"ность в освещении тем[52], а также критику"
russian,ют её политику предпочтения консенсуса меж
russian,ду участниками профессионализму отдельных
russian, участников в редакционном процессе[73].
russian,Открытый характер модели редактировани
russian,я является центральным для большой час
russian,"ти критики Википедии. Например, исходя"
russian," из этого, можно упрекать Википедию в "
russian,"том, что читатель статьи не может быть"
russian, уверен без ознакомления со страницей 
russian,"её «истории», была ли эта статья ванда"
russian,"лизирована. Критики утверждают, что р"
russian,едактирование статей неэкспертами под
russian,рывает качество представленного в ста
russian,тье материала. Поскольку участники об
russian,"ычно, как правило, переписывают или р"
russian,едактируют отдельные небольшие части 
russian,"статьи, а не всю её целиком, высоко- "
russian,и низкокачественные материалы могут и
russian,дти вперемешку в пределах одной стать
russian,и. Историк Рой Розенцвейг отметил: «В
russian," целом, написание является „ахиллесов"
russian,ой пятой“ Википедии. Комитеты редко п
russian,"ишут хорошо, и статьи Википедии часто"
russian," имеют изменчивое качество, что являе"
russian,тся результатом связывания вместе пре
russian,"дложений или абзацев, написанных разн"
russian,ыми людьми»[74]. Всё это привело к во
russian,просу о надёжности Википедии в качест
russian,ве источника достоверной информации.
russian,Модель Википедии позволяет редактирова
russian,ть её статьи всем желающим и полагаетс
russian,я на большую группу благонамеренных ре
russian,"дакторов в преодолении проблем, вызван"
russian,ных сомнительными редакторами. Она осн
russian,"ована и на принципе, согласно котором"
russian,у подавляющее большинство участников 
russian,Википедии предполагает добрые намерен
russian,ия. Модели редактирования Википедии с
russian,войственна возможность добавления низ
russian,кокачественной информации. Возможност
russian,ь анонимного редактирования может быт
russian,ь не только большим благом для проект
russian,"а, но и источником некоторого вреда."
russian,Википедия может подвергаться воздейств
russian,ию вандалов. Вандализм в Википедии — я
russian,"вно вредительское добавление, удаление"
russian," или изменение содержания, совершённо"
russian,е умышленно в целях скомпрометировать
russian, достоверность и авторитетность энцик
russian,лопедии. В основном вандализм проявля
russian,ется в замене содержимого статей Вики
russian,"педии на ругательства, граффити, заве"
russian,домо ложные данные или другое содержи
russian,"мое, абсолютно не имеющее отношения к"
russian, теме статьи. В случаях множественног
russian,о вандализма к некоторым страницам Ви
russian,кипедии может быть применена защита.
russian,Являясь общедоступным интернет-справо
russian,"чником, Википедия также содержит мате"
russian,"риалы, которые другие участники Викип"
russian,"едии могут признать нежелательными, о"
russian,скорбительными или порнографическими
russian,"[75][76]. Например, в 2008 году Вики"
russian,педия отклонила массовое онлайн-обра
russian,щение против включения изображения М
russian,"ухаммеда в её английский раздел, сос"
russian,лавшись на свою редакционную политик
russian,"у. Наличие в Википедии материалов, «"
russian,неудобных» с политической точки зрен
russian,"ия, также побудило КНР заблокировать"
russian, доступ к части Википедии для китайс
russian,ких пользователей[77] (см. также Бло
russian,кирование Википедии британской орган
russian,изацией Internet Watch Foundation).
russian,Один из основателей Википедии Ларри Сэ
russian,"нгер, который является и одним из её с"
russian,"амых жёстких критиков, в 2015 году зая"
russian,"вил, что для него Википедия стала разо"
russian,"чарованием, поскольку она была захваче"
russian,"на троллями и участниками, чей антиэли"
russian,таризм поставил крест на достоверности
russian," статей. По словам Сэнгера, Википедия "
russian,"напоминает «психбольницу, управление к"
russian,оторой осуществляют сумасшедшие»[31].
russian,В 2017 году директор некоммерческого 
russian,партнёрства «Викимедиа.ру» Владимир 
russian,Медейко объявил о готовности русскоя
russian,зычной версии «Википедии» к сотрудни
russian,честву с обществом «Знание» в деле в
russian,"ерификации статей. По его словам, во"
russian,зможны два варианта подобного взаимо
russian,действия: использование экспертами «
russian,Знания» функции «сообщить об ошибке»
russian, с последующим написанием там своих 
russian,"комментариев, которые будут проверен"
russian,"ы участниками «Википедии», либо созд"
russian,ание специального проекта по взаимод
russian,ействию «Википедии» и «Знания»[78].
russian,Техническое функционирование Википедии
russian, обеспечивает «Фонд Викимедиа» — неком
russian,"мерческая организация, которая также п"
russian,оддерживает работу ряда других вики-п
russian,роектов и осуществляет их финансирова
russian,ние. Фонд также владеет торговой марк
russian,"ой «Wikipedia», но в содержание энцик"
russian,лопедии и в деятельность добровольцев
russian, практически никак не вмешивается. Фо
russian,"нд, поддерживаемые им проекты и глоба"
russian,льное сообщество добровольных редакто
russian,ров образуют Движение Викимедиа. В ра
russian,зных странах созданы региональные орг
russian,анизации (т. н. «Отделения Викимедиа»
russian,") и местные ассоциации википедистов, "
russian,которые также участвуют в продвижении
russian,", развитии и финансировании проекта."
russian,Функционирование Википедии зависит от
russian, MediaWiki — программного механизма д
russian,"ля веб-сайтов, работающих по технолог"
russian,ии «вики». MediaWiki написан на PHP и
russian, для хранения данных использует реляц
russian,ионную базу данных (можно использоват
russian,"ь MySQL, PostgreSQL, SQLite) и поддер"
russian,живает использование программ memcach
russian,ed и Squid[79]. MediaWiki предоставля
russian,ет интерфейс для работы с базой стран
russian,"иц, разграничение прав доступа к адми"
russian,"нистрированию системы, возможность об"
russian,работки текста как в собственном форм
russian,"ате, так и в форматах HTML и TeX (для"
russian," формул), возможность загрузки изобра"
russian,"жений и других файлов, а также другие"
russian, возможности. Гибкая система расширен
russian,ий позволяет пользователям добавлять
russian, собственные новые возможности и про
russian,граммные интерфейсы. MediaWiki лицен
russian,зирован под GNU General Public Licen
russian,se и используется всеми проектами Ви
russian,"кимедиа, а также многими другими вик"
russian,и-проектами. Первоначально Википедия
russian," работала на UseModWiki, написанном "
russian,на Perl Клиффордом Адамсом («Фаза I»
russian,"), который первоначально требовал Ca"
russian,melCase для указания ссылок на стать
russian,и; используемый сейчас стиль двойных
russian, скобок был включён позже. С января 
russian,2002 года («Фаза II») Википедия нача
russian,ла работать на PHP-викидвижке с базо
russian,й данных MySQL; это ПО было сделано 
russian,на заказ для Википедии Магнусом Манс
russian,ке. ПО «Фазы II» было неоднократно м
russian,одифицировано с учётом экспоненциаль
russian,но растущего спроса. В июле 2002 год
russian,а («Фаза III») Википедия перешла на 
russian,третье поколение программного обеспе
russian,"чения, движок MediaWiki, первоначаль"
russian,но написанный Даниэлем Ли Крокером.
russian,Википедия в настоящее время работает 
russian,на выделенных кластерах серверов Linu
russian,"x (в основном Ubuntu[80][81]), с неск"
russian,олькими машинами OpenSolaris для ZFS.
russian," Вики-проекты Фонда Викимедиа, самым "
russian,крупным из которых является Википедия
russian,", по состоянию на март 2013 года подд"
russian,ерживались работой нескольких класте
russian,"ров, состоящих из 974 серверов[82]."
russian,Википедия работала на одном сервере до 
russian,"2004 года, когда настройка сервера была"
russian, расширена в распределённую многоуровне
russian,вую архитектуру. В январе 2005 года про
russian,"ект работал на 39 выделенных серверах, "
russian,расположенных в штате Флорида. Эта конф
russian,игурация включала в себя один главный 
russian,"сервер баз данных с запущенным MySQL, "
russian,несколько подчинённых серверов баз дан
russian,"ных, 21 веб-сервер с запущенным Apache"
russian, HTTP Server и 7 серверов кэша Squid.
russian,Википедия получает от 25 000 до 60 000
russian," запросов страниц в секунду, в зависим"
russian,ости от времени суток[83]. Запрос стра
russian,ницы сначала передаётся внешнему уровн
russian,ю кэширующих серверов Squid[84]. Запр
russian,"осы, которые не могут быть обслужены "
russian,"кэшем Squid, направляются на балансир"
russian,ующие нагрузку сервера с запущенным П
russian,"О Linux Virtual Server, который, в св"
russian,"ою очередь, передаёт запрос на один и"
russian,з веб-серверов Apache для рендеринга 
russian,(перевода в HTML) страниц из базы дан
russian,ных. Веб-сервера доставляют страницы 
russian,"по запросу, выполняя рендеринг страни"
russian,цы для всех языковых разделов Википед
russian,ии. Для увеличения скорости в дальней
russian,"шем, переведённые в HTML страницы нек"
russian,оторое время хранятся в распределённо
russian,м кэше в памяти. Это позволяет пропус
russian,тить процесс рендеринга страницы для 
russian,наиболее часто запрашиваемых статей.
russian,Сетевая топология с 2015 года. Серверные
russian, кластеры в США: Сан-Франциско — ulsfo (
russian,"caching); Даллас, Техас — eqdfw (network"
russian,"ing); Карролтон, Техас — codfw (applica"
russian,"tion services); Чикаго, Иллинойс — eqor"
russian,"d (networking); Ашберн, Виргиния — eqia"
russian,d (application services). В Амстердаме 
russian,— esams (Caching) и knams (Networking)
russian,Большая часть текстового содержания Ви
russian,кипедии доступна в соответствии с лице
russian,нзиями Creative Commons Attribution Sh
russian,are-Alike (CC-BY-SA) и GNU Free Docume
russian,ntation License (GFDL) — копилефт-лиц
russian,"ензиями, разрешающими дальнейшее расп"
russian,"ространение, создание производных раб"
russian,"от, а также коммерческое использовани"
russian,"е содержания, в то время как авторы с"
russian,охраняют своё авторское право на свои
russian, работы. Часть текстов доступна тольк
russian,"о под лицензией CC-BY-SA, о чём должн"
russian,"а иметься пометка в самой статье, на "
russian,её странице обсуждения или в истории 
russian,"правок[86]. Положение о том, что Вики"
russian,педия — это просто услуга размещения 
russian,"этих текстов, было успешно использова"
russian,но в качестве защиты в суде[87][88].
russian,Изначально использовалась только лице
russian,"нзия GFDL, однако позднее был осущест"
russian,"влён переход на лицензию CC-BY-SA, та"
russian,"к как GFDL, первоначально предназначе"
russian,нная для руководств к программному об
russian,"еспечению, сложно использовать для он"
russian,лайн-справочников[89]. 3 ноября 2008 
russian,года в ответ на просьбу Фонда Викимед
russian,иа Free Software Foundation (FSF) вып
russian,"устила новую версию FDL, разработанну"
russian,"ю специально для того, чтобы позволит"
russian,ь Википедии перелицензировать её мате
russian,риалы под CC-BY-SA до 1 августа 2009 
russian,года. Википедия и её братские проект
russian,ы провели широкий референдум в сообщ
russian,"естве относительно того, стоит ли пе"
russian,рейти на другую лицензию[90][91]. В 
russian,результате переход был осуществлён.
russian,Обработка мультимедийных файлов (напр
russian,имер файлов изображений) различна в р
russian,азных языковых версиях. Некоторые язы
russian,ковые разделы (например английская Ви
russian,кипедия) включают несвободные файлы в
russian, соответствии с доктриной добросовест
russian,"ного использования, в то время как др"
russian,угие предпочли не делать этого. Это 
russian,происходит отчасти из-за разницы в з
russian,аконах об авторском праве в разных с
russian,"транах, например, понятие добросовес"
russian,тного использования не существует в 
russian,японском авторском праве. Медиафайлы
russian,", доступные в соответствии с лицензи"
russian,ями свободного содержания (например 
russian,"CC-BY-SA от Creative Commons), распр"
russian,еделяются между языковыми версиями В
russian,икисклада (англ. Wikimedia Commons) 
russian,— общего централизованного хранилища
russian," мультимедийных файлов, включаемых в"
russian, страницы проектов Фонда Викимедиа.
russian,Несколько языковых версий опубликовал
russian,и подборку статей Википедии в версии 
russian,на оптических дисках. Английская вер
russian,"сия, 2006 Wikipedia CD Selection, со"
russian,держала около 2000 статей. Ещё одна 
russian,"английская версия[92], разработанная"
russian," Linterweb, содержит «1988+ статей»["
russian,93][94]. Польская версия содержит ок
russian,оло 240 000 статей[95]. Существует т
russian,акже несколько немецких версий[96].
russian,Первое издание немецкой Википедии был
russian,о выпущено на CD в декабре 2004 года 
russian,и стоило 3 €[97]. Было разослано окол
russian,о 40 000 дисков. Второе издание вышло
russian," в апреле 2005 года как на CD, так и "
russian,на DVD. Диск содержал 205 000 статей 
russian,"и 10 000 изображений, находящихся в о"
russian,бщественном достоянии. Directmedia пр
russian,"одала 30 000 дисков по 9,90 € каждый."
russian, В декабре того же года появилось тре
russian,тье издание. В него вошли DVD (300 00
russian,0 статей и 100 000 изображений) и кни
russian,"га объёмом 139 страниц, в которой рас"
russian,"сказывалось, что такое Википедия, а т"
russian,акже излагались её история и основные
russian, правила. Диск и книга были изданы ко
russian,мпанией Zenodot Verlagsgesellschaft m
russian,"bH и продавались по той же цене, что "
russian,и предыдущее издание. Диск можно было
russian, бесплатно скачать в Интернете. В янв
russian,аре 2006 года Zenodot анонсировала вы
russian,пуск печатного издания Википедии в 10
russian,"0 томах, по 800 страниц каждый. После"
russian,дний том планировалось выпустить в 20
russian,"10 году. Позже было объявлено, что пр"
russian,оект заморожен[98]. В декабре 2006 го
russian,да был создан обновлённый образ диска
russian,". DVD не издавался, но доступен для с"
russian,качивания с сайта dvd.wikimedia.org.
russian,"DVD-диск с английской Википедией, сод"
russian,ержащий 1 964 статьи по основным тема
russian,"м, был выпущен в сотрудничестве с ком"
russian,панией Linterweb в январе 2007 года и
russian, обозначен как версия 0.5. В качестве
russian," оболочки использовалась среда Kiwix,"
russian, программное обеспечение с открытым и
russian,"сходным кодом, специально написанное "
russian,для данного издания. В данный момент 
russian,ведётся подготовка версий 0.7 и 1.0.
russian,Последним на данный момент[когда?] бы
russian,л издан DVD польского раздела. Его вы
russian,пустило издательство Helion в конце и
russian,юля 2007 года. Работа над изданием ве
russian,"лась более года, на основе дампа от 4"
russian," июня 2006 года. База статей, имевших"
russian,"ся на тот момент, была скопирована на"
russian," отдельный сервер, и их дорабатывали "
russian,13 оплачиваемых редакторов и около 20
russian, добровольцев. В итоге на диск вошло 
russian,около 239 000 статей и 59 000 изобра
russian,жений. Стоимость диска на момент вып
